cbsa_code,metro_name,state_code,total_count,pubHS_count,privHS_count,cc_count,other_count
35620,"New York, Newark, Jersey City","NY, NJ, PA",652,477,103,44,28
37980,"Philadelphia, Camden, Wilmington","PA, NJ, DE, MD",213,122,43,32,16
47900,"Washington, Arlington, Alexandria","DC, VA, MD, WV",91,61,17,1,12
16980,"Chicago, Naperville, Elgin","IL, IN, WI",87,52,13,5,17
41860,"San Francisco, Oakland, Hayward",CA,68,46,13,1,8
12580,"Baltimore, Columbia, Towson",MD,63,27,27,2,7
41940,"San Jose, Sunnyvale, Santa Clara",CA,36,27,7,1,1
14460,"Boston, Cambridge, Newton","MA, NH",24,15,9,0,0
33100,"Miami, Fort Lauderdale, West Palm Beach",FL,24,7,10,0,7
45940,Trenton,NJ,20,10,2,7,1
40900,"Sacramento, Roseville, Arden-Arcade",CA,20,12,5,0,3
14860,"Bridgeport, Stamford, Norwalk",CT,19,18,1,0,0
36740,"Orlando, Kissimmee, Sanford",FL,17,9,6,0,2
12100,"Atlantic City, Hammonton",NJ,14,8,2,1,3
31080,"Los Angeles, Long Beach, Anaheim",CA,14,9,2,0,3
10900,"Allentown, Bethlehem, Easton","PA, NJ",12,7,3,1,1
19100,"Dallas, Fort Worth, Arlington",TX,12,8,2,0,2
38300,Pittsburgh,PA,11,5,2,0,4
27260,Jacksonville,FL,11,5,5,0,1
45300,"Tampa, St. Petersburg, Clearwater",FL,9,4,1,0,4
39300,"Providence, Warwick","RI, MA",9,3,5,0,1
41740,"San Diego, Carlsbad",CA,9,6,2,0,1
45060,Syracuse,NY,8,4,1,1,2
42220,Santa Rosa,CA,8,5,2,0,1
49340,Worcester,"MA, CT",8,3,4,0,1
40380,Rochester,NY,7,5,0,0,2
41540,Salisbury,"MD, DE",6,5,1,0,0
42100,"Santa Cruz, Watsonville",CA,6,4,0,0,2
25540,"Hartford, West Hartford, East Hartford",CT,6,5,1,0,0
47220,"Vineland, Bridgeton",NJ,6,5,0,1,0
15380,"Buffalo, Cheektowaga, Niagara Falls",NY,5,4,0,0,1
31700,"Manchester, Nashua",NH,4,4,0,0,0
35300,"New Haven, Milford",CT,4,4,0,0,0
26420,"Houston, The Woodlands, Sugar Land",TX,4,3,0,0,1
12420,"Austin, Round Rock",TX,4,4,0,0,0
34900,Napa,CA,4,1,2,0,1
20100,Dover,DE,3,3,0,0,0
41500,Salinas,CA,3,1,2,0,0
36140,Ocean City,NJ,3,3,0,0,0
37100,"Oxnard, Thousand Oaks, Ventura",CA,3,3,0,0,0
24340,"Grand Rapids, Wyoming",MI,2,0,0,0,2
45860,Torrington,CT,2,0,2,0,0
16060,"Carbondale, Marion",IL,1,0,0,0,1
19820,"Detroit, Warren, Dearborn",MI,1,0,0,0,1
40140,"Riverside, San Bernardino, Ontario",CA,1,1,0,0,0
47260,"Virginia Beach, Norfolk, Newport News","VA, NC",1,0,0,0,1
20700,East Stroudsburg,PA,1,1,0,0,0
28300,Keene,NH,1,0,0,0,1
14010,Bloomington,IL,1,0,0,0,1
29540,Lancaster,PA,1,0,1,0,0
33460,"Minneapolis, St. Paul, Bloomington","MN, WI",1,0,0,0,1
33340,"Milwaukee, Waukesha, West Allis",WI,1,0,0,0,1
28740,Kingston,NY,1,1,0,0,0
42540,"Scranton, Wilkes-Barre, Hazleton",PA,1,0,1,0,0
13980,"Blacksburg, Christiansburg, Radford",VA,1,0,0,0,1
